degree,section,stream,course_code,course_name
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,BUSI2000,Creating New Ventures
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Elective - Open
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Core course
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,BUSI2006,Enterprise Design and Value Creation
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Majors
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Majors
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,BUSI3013,Strategic Management
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Majors
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,BUSI1005,eChallenge
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Elective - Open
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Work integrated learning,Standard study plans,-,Core course
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Elective - Open,AUXX1011,Elective 1
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Elective - Open,AUXX1012,Elective 2
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Elective - Open,AUXX1013,Elective 3
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Elective - Open,AUXX1014,Elective 4
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Program electives - Procurement and Supply Chain Management major,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Program electives - Procurement and Supply Chain Management major,IBUS2000,International Business Environment
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Program electives - Procurement and Supply Chain Management major,IBUS2002,International Human Resource Management
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Program electives - Project Management major,PROJ3001,Project Procurement and Resourcing
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Program electives - Project Management major,PROJ3004,Leadership in Stakeholder Management
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Progam electives -  Marketing and Communication major,MARK3023,Service Design and Marketing
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Program electives - Marketing and Design major,MARK3023,Service Design and Marketing
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,ACCT1000,Accounting for Decision Makers
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI1001,Business Law
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,ECON1000,Principles of Economics
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,MARK1000,Marketing Principles
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI1017,Entrepreneurial Concepts and Mindsets
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Elective - Open
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Core course
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI2002,"Negotiation, Conflict Management and Resolution"
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI1004,Design Thinking: Problems to Practice
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI2007,Business Lifecycles
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI2005,Innovation and Creativity
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI2000,Creating New Ventures
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Elective - Open
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Core course
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI2006,Enterprise Design and Value Creation
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Majors
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Majors
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI3013,Strategic Management
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Majors
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,BUSI1005,eChallenge
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Elective - Open
"Bachelor of Business majoring in Innovation, Entrepreneurship and Strategy",Electives,Standard study plans,-,Core course
Bachelor of Business majoring in International Business,Core courses,Common core,COREX001,An Ethically Rich Life
Bachelor of Business majoring in International Business,Core courses,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Business majoring in International Business,Core courses,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Business majoring in International Business,Core courses,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Business majoring in International Business,Core courses,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Business majoring in International Business,Core courses,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Business majoring in International Business,Core courses,Program core,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in International Business,Core courses,Program core,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in International Business,Core courses,Program core,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in International Business,Core courses,Program core,MARK1000,Marketing Principles
Bachelor of Business majoring in International Business,Core courses,Program core selectives,BUSI1001,Business Law
Bachelor of Business majoring in International Business,Core courses,Program core selectives,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in International Business,Core courses,Program core selectives,BUSI3013,Strategic Management
Bachelor of Business majoring in International Business,Core courses,Program core selectives,ECON1000,Principles of Economics
Bachelor of Business majoring in International Business,Core courses,Program core selectives,MDIA2021,Research Methods in Media and Communication
Bachelor of Business majoring in International Business,Core courses,Program core selectives,MDIA2022,"Media Law, Policy and Ethics"
Bachelor of Business majoring in International Business,Core courses,Program core selectives,MDIA2102,Promotional Culture
Bachelor of Business majoring in International Business,Core courses,Program core selectives,MDIA3017,Strategic Planning for Media and Communication
